MooreRank,Team,W,L,T,MooreSOS,MoorePR,Season,TeamID
335,FURMAN,7,24,0,62.84,49.16,2013,1202
331,FURMAN,9,21,0,60.56,50.01,2014,1202
279,FURMAN,11,22,0,60.71,56.59,2015,1202
179,FURMAN,19,16,0,59.48,62.37,2016,1202
152,FURMAN,23,12,0,57.7,61.44,2017,1202
101,FURMAN,23,10,0,62.27,70.79,2018,1202
315,GARDNER-WEBB,8,21,0,62.96,53.43,2010,1205
273,GARDNER-WEBB,11,21,0,65.27,58.45,2011,1205
265,GARDNER-WEBB,12,20,0,63.76,59.36,2012,1205
193,GARDNER-WEBB,21,13,0,62.82,64.73,2013,1205
240,GARDNER-WEBB,18,15,0,59.21,60.3,2014,1205
237,GARDNER-WEBB,20,15,0,60.91,59.52,2015,1205
241,GARDNER-WEBB,17,16,0,60.14,57.85,2016,1205
190,GARDNER-WEBB,19,14,0,54.96,58.82,2017,1205
232,GARDNER-WEBB,14,18,0,61.28,60.14,2018,1205
149,GEORGE MASON,17,15,0,70.5,69.11,2010,1206
57,GEORGE MASON,27,7,0,70.44,79.36,2011,1206
108,GEORGE MASON,24,9,0,66.89,72.38,2012,1206
87,GEORGE MASON,22,16,0,68.55,73.1,2013,1206
121,GEORGE MASON,11,20,0,71.07,69.73,2014,1206
186,GEORGE MASON,9,22,0,69.78,63.97,2015,1206
168,GEORGE MASON,11,21,0,67.81,62.86,2016,1206
105,GEORGE MASON,20,14,0,65.03,65.22,2017,1206
192,GEORGE MASON,16,17,0,67.15,63.07,2018,1206
125,GEORGE WASHINGTON,16,15,0,70.18,71.16,2010,1203
122,GEORGE WASHINGTON,16,14,0,69.51,70.87,2011,1203
154,GEORGE WASHINGTON,10,21,0,72.21,67.47,2012,1203
94,GEORGE WASHINGTON,13,17,0,71.92,72.54,2013,1203
57,GEORGE WASHINGTON,24,9,0,71.05,76.31,2014,1203
70,GEORGE WASHINGTON,22,13,0,68.78,73.58,2015,1203
34,GEORGE WASHINGTON,28,10,0,69.64,79.5,2016,1203
106,GEORGE WASHINGTON,20,15,0,66.2,65.11,2017,1203
160,GEORGE WASHINGTON,15,18,0,67.82,65.09,2018,1203
17,GEORGETOWN,23,11,0,78.69,86.42,2010,1207
55,GEORGETOWN,22,11,0,77.94,79.43,2011,1207
25,GEORGETOWN,24,9,0,75.21,82.48,2012,1207
16,GEORGETOWN,25,7,0,74.61,84.18,2013,1207
50,GEORGETOWN,18,15,0,75.14,77.59,2014,1207
30,GEORGETOWN,22,11,0,74.57,78.76,2015,1207
68,GEORGETOWN,15,18,0,72.44,73.98,2016,1207
52,GEORGETOWN,14,18,0,72.32,73.22,2017,1207
99,GEORGETOWN,15,15,0,69.96,70.87,2018,1207
74,GEORGIA,14,17,0,77.05,77.11,2010,1208
54,GEORGIA,21,12,0,74.47,79.65,2011,1208
91,GEORGIA,15,17,0,75.38,73.9,2012,1208
73,GEORGIA,15,17,0,73.62,74.94,2013,1208
60,GEORGIA,20,14,0,72.31,76.08,2014,1208
42,GEORGIA,21,12,0,73.31,77.44,2015,1208
64,GEORGIA,20,14,0,72.37,74.39,2016,1208
68,GEORGIA,19,15,0,71.39,70.96,2017,1208
60,GEORGIA,18,15,0,74.71,75.39,2018,1208
283,GEORGIA SOUTHERN,9,23,0,66.58,56.76,2010,1204
310,GEORGIA SOUTHERN,5,27,0,66.08,53.94,2011,1204
240,GEORGIA SOUTHERN,15,15,0,62.9,60.84,2012,1204
265,GEORGIA SOUTHERN,14,19,0,62.98,58.98,2013,1204
282,GEORGIA SOUTHERN,15,19,0,59.91,56.78,2014,1204
198,GEORGIA SOUTHERN,22,9,0,60.69,62.57,2015,1204
221,GEORGIA SOUTHERN,14,17,0,59.41,59.48,2016,1204
233,GEORGIA SOUTHERN,18,15,0,56.9,55.84,2017,1204
142,GEORGIA SOUTHERN,21,12,0,61.6,66.36,2018,1204
186,GEORGIA ST.,12,20,0,68.16,65.88,2010,1209
218,GEORGIA ST.,12,19,0,66.66,63.52,2011,1209
89,GEORGIA ST.,22,12,0,65.95,74.01,2012,1209
158,GEORGIA ST.,15,16,0,65.88,66.78,2013,1209
74,GEORGIA ST.,25,9,0,63.52,74.54,2014,1209
86,GEORGIA ST.,25,10,0,61.85,71.81,2015,1209
223,GEORGIA ST.,16,14,0,59.82,59.32,2016,1209
179,GEORGIA ST.,20,13,0,58.72,59.38,2017,1209
117,GEORGIA ST.,24,11,0,62.02,68.77,2018,1209
27,GEORGIA TECH,23,13,0,75.93,83.68,2010,1210
79,GEORGIA TECH,13,18,0,74.52,75.73,2011,1210
144,GEORGIA TECH,11,19,0,71.91,69.03,2012,1210
89,GEORGIA TECH,16,15,0,72.39,73.01,2013,1210
84,GEORGIA TECH,16,17,0,72.9,73.68,2014,1210
88,GEORGIA TECH,12,19,0,74.01,71.68,2015,1210
43,GEORGIA TECH,21,15,0,74.87,77.93,2016,1210
82,GEORGIA TECH,21,16,0,68.08,68.78,2017,1210
109,GEORGIA TECH,13,19,0,72.11,69.58,2018,1210
58,GONZAGA,27,7,0,71.84,79.53,2010,1211
33,GONZAGA,25,10,0,71.37,82.13,2011,1211
19,GONZAGA,26,7,0,72.48,83.83,2012,1211
10,GONZAGA,32,3,0,70.48,86.69,2013,1211
30,GONZAGA,29,7,0,70.62,81.19,2014,1211
7,GONZAGA,35,3,0,70.41,85.81,2015,1211
12,GONZAGA,28,8,0,68.98,84.04,2016,1211
3,GONZAGA,37,2,0,66.91,86.1,2017,1211
21,GONZAGA,32,5,0,67.92,81,2018,1211
345,GRAMBLING ST.,7,21,0,55.17,44.25,2010,1212
328,GRAMBLING ST.,12,21,0,57.4,50.39,2011,1212
345,GRAMBLING ST.,4,24,0,56.62,41.17,2012,1212
347,GRAMBLING ST.,0,28,0,56.42,29.96,2013,1212
351,GRAMBLING ST.,5,24,0,55.84,37.65,2014,1212
351,GRAMBLING ST.,2,27,0,56.14,31.64,2015,1212
350,GRAMBLING ST.,7,24,0,53.64,41.04,2016,1212
337,GRAMBLING ST.,16,17,0,47.63,44.57,2017,1212
319,GRAMBLING ST.,17,14,0,54.52,52.96,2018,1212
260,GRAND CANYON,15,15,0,59.78,58.76,2014,1213
269,GRAND CANYON,17,15,0,57.46,57.41,2015,1213
199,GRAND CANYON,27,7,0,54.89,61.35,2016,1213
222,GRAND CANYON,22,9,0,51.22,56.39,2017,1213
167,GRAND CANYON,22,12,0,57.22,64.69,2018,1213
237,HAMPTON,14,18,0,59.56,61.8,2010,1214
229,HAMPTON,24,9,0,59.13,62.34,2011,1214
277,HAMPTON,12,21,0,59.69,58.05,2012,1214
280,HAMPTON,14,17,0,59.76,57.27,2013,1214
215,HAMPTON,18,13,0,59.04,62.22,2014,1214
214,HAMPTON,17,18,0,59,61.53,2015,1214
242,HAMPTON,21,11,0,55.4,57.73,2016,1214
314,HAMPTON,14,17,0,52.23,49.13,2017,1214
272,HAMPTON,19,16,0,54.59,57.43,2018,1214
313,HARTFORD,8,22,0,63.82,53.59,2010,1216
281,HARTFORD,11,20,0,62.26,57.98,2011,1216
294,HARTFORD,9,22,0,62.13,56.4,2012,1216
252,HARTFORD,17,14,0,62.25,60.02,2013,1216
205,HARTFORD,17,16,0,62.11,62.92,2014,1216
286,HARTFORD,14,16,0,59.57,55.77,2015,1216
292,HARTFORD,10,23,0,61.04,53.68,2016,1216
325,HARTFORD,9,23,0,57.77,47.56,2017,1216
212,HARTFORD,19,14,0,61.74,61.35,2018,1216
147,HARVARD,21,8,0,65.46,69.15,2010,1217
114,HARVARD,23,7,0,64.91,71.84,2011,1217
76,HARVARD,26,5,0,66.75,75.5,2012,1217
99,HARVARD,20,10,0,68.53,72.18,2013,1217
37,HARVARD,27,5,0,66.59,79.36,2014,1217
72,HARVARD,22,8,0,65.69,73.47,2015,1217
125,HARVARD,14,16,0,65.62,66.79,2016,1217
125,HARVARD,18,10,0,59.47,63.73,2017,1217
134,HARVARD,18,14,0,64.97,66.81,2018,1217
243,HAWAII,10,20,0,67.99,61.26,2010,1218
166,HAWAII,19,13,0,65.82,66.89,2011,1218
206,HAWAII,16,16,0,64.84,63.59,2012,1218
219,HAWAII,17,15,0,63.03,61.99,2013,1218
174,HAWAII,20,11,0,63.32,65.53,2014,1218
115,HAWAII,22,13,0,64.5,68.45,2015,1218
80,HAWAII,28,6,0,61.23,72.79,2016,1218
248,HAWAII,14,16,0,56.53,54.76,2017,1218
204,HAWAII,17,13,0,60.56,61.8,2018,1218
278,HIGH POINT,15,15,0,59.57,57.7,2010,1219
306,HIGH POINT,12,19,0,63.19,54.86,2011,1219
227,HIGH POINT,13,18,0,64.34,61.98,2012,1219
242,HIGH POINT,17,14,0,58.35,60.58,2013,1219
219,HIGH POINT,16,15,0,61.42,61.85,2014,1219
190,HIGH POINT,23,10,0,58.66,63.5,2015,1219
172,HIGH POINT,21,11,0,59.44,62.67,2016,1219
309,HIGH POINT,15,16,0,53.35,49.99,2017,1219
255,HIGH POINT,14,16,0,57.92,58.99,2018,1219
116,HOFSTRA,19,15,0,69.92,71.73,2010,1220
126,HOFSTRA,21,12,0,68.51,70.26,2011,1220
186,HOFSTRA,10,22,0,68.13,65.05,2012,1220
266,HOFSTRA,7,25,0,67.25,58.89,2013,1220
242,HOFSTRA,10,23,0,64.79,60.16,2014,1220
140,HOFSTRA,20,14,0,60.65,66.68,2015,1220
103,HOFSTRA,24,10,0,65.43,70.25,2016,1220
200,HOFSTRA,15,17,0,59.25,58.11,2017,1220
144,HOFSTRA,19,12,0,64.95,66.25,2018,1220
234,HOLY CROSS,9,22,0,63.53,62.1,2010,1221
226,HOLY CROSS,8,21,0,64.06,62.76,2011,1221
218,HOLY CROSS,15,14,0,64.06,62.64,2012,1221
255,HOLY CROSS,12,18,0,63.88,59.72,2013,1221
171,HOLY CROSS,20,14,0,64.9,65.61,2014,1221
215,HOLY CROSS,14,16,0,64.09,61.44,2015,1221
237,HOLY CROSS,15,20,0,62.39,57.94,2016,1221
194,HOLY CROSS,15,17,0,61.23,58.49,2017,1221
213,HOLY CROSS,12,19,0,64.85,61.33,2018,1221
78,HOUSTON,19,16,0,72.89,76.69,2010,1222
176,HOUSTON,12,18,0,67.65,66.32,2011,1222
172,HOUSTON,15,15,0,66.74,66.12,2012,1222
149,HOUSTON,20,13,0,62.47,67.52,2013,1222
120,HOUSTON,17,16,0,70.62,69.74,2014,1222
149,HOUSTON,13,19,0,65.27,66.09,2015,1222
73,HOUSTON,22,10,0,66.46,73.77,2016,1222
55,HOUSTON,21,11,0,65.72,72.46,2017,1222
18,HOUSTON,27,8,0,70.9,81.51,2018,1222
316,HOUSTON BAPTIST,12,21,0,59.17,53.2,2010,1223
333,HOUSTON BAPTIST,5,26,0,56.97,49.07,2011,1223
329,HOUSTON BAPTIST,10,20,0,57.97,49.63,2012,1223
325,HOUSTON BAPTIST,14,17,0,56.31,51.24,2013,1223
345,HOUSTON BAPTIST,6,25,0,59.17,47.34,2014,1223
312,HOUSTON BAPTIST,12,16,0,59.11,52.25,2015,1223
301,HOUSTON BAPTIST,17,17,0,58.84,52.85,2016,1223
302,HOUSTON BAPTIST,17,14,0,52.71,50.46,2017,1223
316,HOUSTON BAPTIST,6,25,0,59.99,53.38,2018,1223
343,HOWARD,7,25,0,60.13,46.06,2010,1224
337,HOWARD,6,24,0,60.93,48.11,2011,1224
322,HOWARD,10,21,0,62.66,51.17,2012,1224
330,HOWARD,7,24,0,60.96,50.04,2013,1224
339,HOWARD,8,25,0,60.73,48.23,2014,1224
294,HOWARD,16,16,0,57.1,55.07,2015,1224
328,HOWARD,12,20,0,57.03,48.79,2016,1224
336,HOWARD,10,24,0,52.53,44.71,2017,1224
340,HOWARD,10,23,0,55.62,49.02,2018,1224
170,IDAHO,15,16,0,68.23,67.74,2010,1225
168,IDAHO,18,14,0,65.24,66.8,2011,1225
177,IDAHO,19,14,0,65.76,65.91,2012,1225
223,IDAHO,12,18,0,65.78,61.7,2013,1225
265,IDAHO,16,18,0,61.54,58.45,2014,1225
282,IDAHO,13,17,0,58.38,56.32,2015,1225
251,IDAHO,21,13,0,55.16,56.89,2016,1225
212,IDAHO,19,14,0,55.83,56.94,2017,1225
198,IDAHO,22,9,0,58.71,62.94,2018,1225
301,IDAHO ST.,7,22,0,66.34,55.23,2010,1226
312,IDAHO ST.,9,20,0,64.26,53.4,2011,1226
317,IDAHO ST.,8,21,0,62.67,52.03,2012,1226
327,IDAHO ST.,6,24,0,60.52,50.94,2013,1226
274,IDAHO ST.,11,18,0,59.63,57.35,2014,1226
313,IDAHO ST.,7,23,0,58.03,52.25,2015,1226
305,IDAHO ST.,16,15,0,56.02,52.21,2016,1226
328,IDAHO ST.,5,26,0,57.78,46.94,2017,1226
286,IDAHO ST.,14,16,0,57.65,56.31,2018,1226
35,ILLINOIS,21,15,0,77.68,82.43,2010,1228
22,ILLINOIS,20,14,0,78.03,84.32,2011,1228
72,ILLINOIS,17,15,0,76.31,76.05,2012,1228
36,ILLINOIS,23,13,0,75.41,80.33,2013,1228
42,ILLINOIS,20,15,0,74.66,78.46,2014,1228
49,ILLINOIS,19,14,0,72.97,76.57,2015,1228
94,ILLINOIS,15,19,0,72.52,70.71,2016,1228
72,ILLINOIS,20,15,0,69.77,70.41,2017,1228
92,ILLINOIS,14,18,0,70.64,71.45,2018,1228
213,ILLINOIS CHICAGO,8,22,0,69.71,63.6,2010,1227
237,ILLINOIS CHICAGO,7,24,0,70.2,61.7,2011,1227
278,ILLINOIS CHICAGO,8,22,0,65.48,57.89,2012,1227
197,ILLINOIS CHICAGO,18,16,0,66.97,64.37,2013,1227
253,ILLINOIS CHICAGO,6,25,0,66.35,59.09,2014,1227
255,ILLINOIS CHICAGO,10,24,0,63.86,58.48,2015,1227
310,ILLINOIS CHICAGO,5,25,0,63.59,51.55,2016,1227
247,ILLINOIS CHICAGO,17,19,0,56.27,54.83,2017,1227
196,ILLINOIS CHICAGO,20,16,0,58.91,62.97,2018,1227
101,ILLINOIS ST.,22,11,0,68.87,74.28,2010,1229
202,ILLINOIS ST.,12,19,0,68.26,65.06,2011,1229
84,ILLINOIS ST.,21,14,0,69.87,74.26,2012,1229
66,ILLINOIS ST.,18,15,0,70.52,75.8,2013,1229
148,ILLINOIS ST.,18,16,0,68.03,67.53,2014,1229
75,ILLINOIS ST.,22,13,0,66.47,73.25,2015,1229
101,ILLINOIS ST.,18,14,0,66.35,70.45,2016,1229
64,ILLINOIS ST.,28,7,0,64.12,71.44,2017,1229
150,ILLINOIS ST.,18,15,0,67.66,65.89,2018,1229
309,INCARNATE WORD,21,6,0,52.15,53.56,2014,1230
298,INCARNATE WORD,18,11,0,56.61,54.48,2015,1230
271,INCARNATE WORD,17,12,0,57.67,55.17,2016,1230
316,INCARNATE WORD,12,17,0,53.55,48.99,2017,1230
333,INCARNATE WORD,7,21,0,56.49,50.37,2018,1230
145,INDIANA,10,21,0,76.11,69.43,2010,1231
85,INDIANA,12,20,0,75.51,75.13,2011,1231
13,INDIANA,27,9,0,76.01,85.88,2012,1231
3,INDIANA,29,7,0,74.11,88.88,2013,1231
43,INDIANA,17,15,0,74.87,78.45,2014,1231
35,INDIANA,20,14,0,72.07,77.99,2015,1231
9,INDIANA,27,8,0,71.17,85.39,2016,1231
45,INDIANA,18,16,0,70.92,74.64,2017,1231
65,INDIANA,16,15,0,73.96,74.58,2018,1231
139,INDIANA ST.,17,15,0,70.08,70.22,2010,1232
99,INDIANA ST.,20,14,0,71.12,73.65,2011,1232
129,INDIANA ST.,18,15,0,70.26,70.53,2012,1232
123,INDIANA ST.,18,15,0,72.73,69.87,2013,1232
141,INDIANA ST.,23,11,0,67.25,68.12,2014,1232
156,INDIANA ST.,15,16,0,65.75,65.73,2015,1232
177,INDIANA ST.,15,17,0,66.27,62.45,2016,1232
162,INDIANA ST.,11,20,0,64.9,60.41,2017,1232
177,INDIANA ST.,13,18,0,64.83,64.02,2018,1232
134,IONA,21,10,0,67.86,70.59,2010,1233
63,IONA,25,12,0,66.69,77.83,2011,1233
61,IONA,25,8,0,66.98,76.8,2012,1233
101,IONA,20,14,0,67.65,72,2013,1233
80,IONA,22,11,0,66.3,74.01,2014,1233
106,IONA,26,9,0,64.57,69.05,2015,1233
84,IONA,22,11,0,64.69,72.19,2016,1233
103,IONA,22,13,0,62.43,65.58,2017,1233
118,IONA,20,14,0,66.26,68.76,2018,1233
122,IOWA,10,22,0,77.01,71.36,2010,1234
82,IOWA,11,20,0,76.83,75.6,2011,1234
62,IOWA,18,17,0,74.91,76.72,2012,1234
21,IOWA,25,13,0,73.57,82.67,2013,1234
26,IOWA,20,13,0,74.16,81.47,2014,1234
13,IOWA,22,12,0,74.47,83.28,2015,1234
33,IOWA,22,11,0,73.54,79.54,2016,1234
59,IOWA,19,15,0,69.81,72.08,2017,1234
85,IOWA,14,19,0,71.65,72.4,2018,1234
69,IOWA ST.,15,17,0,76.8,77.96,2010,1235
91,IOWA ST.,16,16,0,72.91,74.85,2011,1235
29,IOWA ST.,23,11,0,74.37,81.23,2012,1235
28,IOWA ST.,23,12,0,72.33,81.58,2013,1235
19,IOWA ST.,28,8,0,75.32,83.08,2014,1235
15,IOWA ST.,25,9,0,73.26,82.5,2015,1235
22,IOWA ST.,23,12,0,74.19,81.26,2016,1235
14,IOWA ST.,24,11,0,73.83,81.19,2017,1235
89,IOWA ST.,13,18,0,74.38,71.95,2018,1235
210,IUPU FT. WAYNE,16,15,0,64.14,64.23,2010,1236
206,IUPU FT. WAYNE,18,12,0,61.33,64.54,2011,1236
273,IUPU FT. WAYNE,11,19,0,64.53,58.65,2012,1236
210,IUPU FT. WAYNE,16,17,0,61.93,62.61,2013,1236
152,IUPU FT. WAYNE,25,11,0,62.36,67.2,2014,1236
192,IUPU FT. WAYNE,16,15,0,60.09,63.16,2015,1236
159,IUPU FT. WAYNE,24,10,0,61.48,63.51,2016,1236
184,IUPU FT. WAYNE,20,13,0,56.73,59.09,2017,1236
235,IUPU FT. WAYNE,18,15,0,55.61,60.09,2018,1236
115,IUPUI,25,11,0,65.08,71.79,2010,1237
162,IUPUI,19,14,0,66.71,67.38,2011,1237
201,IUPUI,14,18,0,64.98,64.22,2012,1237
332,IUPUI,6,26,0,65.13,49.84,2013,1237
338,IUPUI,6,26,0,63.48,48.54,2014,1237
291,IUPUI,10,21,0,63.21,55.29,2015,1237
240,IUPUI,13,19,0,63.83,57.87,2016,1237
242,IUPUI,14,18,0,57.49,55.21,2017,1237
284,IUPUI,11,19,0,60.57,56.63,2018,1237
292,JACKSON ST.,19,13,0,56.83,55.8,2010,1238
302,JACKSON ST.,17,15,0,55.91,55.62,2011,1238
337,JACKSON ST.,7,24,0,59.08,47.17,2012,1238
323,JACKSON ST.,11,18,0,56.22,51.83,2013,1238
343,JACKSON ST.,11,20,0,55.41,47.73,2014,1238
320,JACKSON ST.,11,21,0,54.26,51.12,2015,1238
304,JACKSON ST.,20,16,0,52.06,52.29,2016,1238
335,JACKSON ST.,14,18,0,47.9,44.87,2017,1238
335,JACKSON ST.,12,20,0,55.09,50.31,2018,1238
166,JACKSONVILLE,20,13,0,64.43,68.09,2010,1239
193,JACKSONVILLE,20,12,0,63.54,65.45,2011,1239
251,JACKSONVILLE,8,22,0,66.13,60.48,2012,1239
277,JACKSONVILLE,14,18,0,63.79,57.55,2013,1239
286,JACKSONVILLE,12,18,0,62.62,56.37,2014,1239
327,JACKSONVILLE,10,22,0,57.8,50.14,2015,1239
294,JACKSONVILLE,16,16,0,56.63,53.36,2016,1239
332,JACKSONVILLE,17,16,0,45.42,45.52,2017,1239
334,JACKSONVILLE,15,18,0,51.53,50.36,2018,1239
297,JACKSONVILLE ST.,11,19,0,61.54,55.47,2010,1240
268,JACKSONVILLE ST.,5,25,0,62.98,58.62,2011,1240
213,JACKSONVILLE ST.,15,18,0,59.79,63.04,2012,1240
211,JACKSONVILLE ST.,17,11,0,61.18,62.56,2013,1240
321,JACKSONVILLE ST.,10,21,0,58.76,52.11,2014,1240
308,JACKSONVILLE ST.,12,19,0,60.86,52.69,2015,1240
313,JACKSONVILLE ST.,8,23,0,60.2,50.86,2016,1240
209,JACKSONVILLE ST.,20,15,0,55.38,57.43,2017,1240
156,JACKSONVILLE ST.,23,13,0,61.1,65.42,2018,1240
189,JAMES MADISON,13,20,0,66.1,65.65,2010,1241
132,JAMES MADISON,21,12,0,68.56,69.67,2011,1241
229,JAMES MADISON,12,20,0,66.4,61.89,2012,1241
138,JAMES MADISON,21,15,0,65.86,68.4,2013,1241
255,JAMES MADISON,11,20,0,64.08,59.05,2014,1241
223,JAMES MADISON,19,14,0,62.71,60.74,2015,1241
108,JAMES MADISON,21,11,0,64.35,69.41,2016,1241
238,JAMES MADISON,10,23,0,58.84,55.63,2017,1241
221,JAMES MADISON,10,22,0,64.07,60.86,2018,1241
2,KANSAS,33,3,0,76.61,92.66,2010,1242
2,KANSAS,35,3,0,76.11,91.73,2011,1242
4,KANSAS,32,7,0,77.28,89.47,2012,1242
6,KANSAS,31,6,0,74.47,88.41,2013,1242
17,KANSAS,25,10,0,77,83.47,2014,1242
17,KANSAS,27,9,0,76.19,82.3,2015,1242
3,KANSAS,33,5,0,75.45,90.07,2016,1242
4,KANSAS,31,5,0,75.54,86,2017,1242
6,KANSAS,31,8,0,76.73,84.8,2018,1242
8,KANSAS ST.,29,8,0,77.57,88.46,2010,1243
24,KANSAS ST.,23,11,0,75.98,84,2011,1243
28,KANSAS ST.,22,11,0,75.08,81.32,2012,1243
29,KANSAS ST.,27,8,0,73.08,81.52,2013,1243
54,KANSAS ST.,20,13,0,72.97,77.03,2014,1243
73,KANSAS ST.,15,17,0,73.72,73.41,2015,1243
66,KANSAS ST.,17,16,0,73.24,74.3,2016,1243
42,KANSAS ST.,21,14,0,72.21,75.31,2017,1243
54,KANSAS ST.,25,12,0,73.45,76.18,2018,1243
296,KENNESAW ST.,13,20,0,60.7,55.5,2010,1244
317,KENNESAW ST.,8,23,0,63.37,53.21,2011,1244
318,KENNESAW ST.,3,28,0,65.88,51.84,2012,1244
326,KENNESAW ST.,3,27,0,62.07,51,2013,1244
325,KENNESAW ST.,6,25,0,62.88,51.55,2014,1244
344,KENNESAW ST.,10,22,0,58.39,46.8,2015,1244
268,KENNESAW ST.,11,20,0,60.13,55.34,2016,1244
290,KENNESAW ST.,14,18,0,53.28,51.63,2017,1244
325,KENNESAW ST.,10,20,0,58.69,52.46,2018,1244
110,KENT ST.,24,10,0,69.13,72.98,2010,1245
103,KENT ST.,25,12,0,67.58,72.66,2011,1245
147,KENT ST.,21,12,0,66.48,68.9,2012,1245
128,KENT ST.,21,14,0,67.17,69.48,2013,1245
199,KENT ST.,16,16,0,64.44,63.54,2014,1245
133,KENT ST.,23,12,0,64.37,67.24,2015,1245
167,KENT ST.,19,13,0,63.75,62.93,2016,1245
141,KENT ST.,22,14,0,59.58,62.39,2017,1245
205,KENT ST.,17,17,0,62.79,61.78,2018,1245
3,KENTUCKY,35,3,0,76.51,92.24,2010,1246
5,KENTUCKY,29,9,0,77.18,89.11,2011,1246
1,KENTUCKY,38,2,0    7,5.41,92.68,2012,1246
48,KENTUCKY,21,12,0,72.49,78.54,2013,1246
14,KENTUCKY,29,11,0,76.63,84.53,2014,1246
2,KENTUCKY,38,1,0,74.01,93.15,2015,1246
6,KENTUCKY,27,9,0,73.94,87.35,2016,1246
5,KENTUCKY,32,6,0,73.52,85.64,2017,1246
15,KENTUCKY,26,11,0,76.39,81.97,2018,1246
171,LA SALLE,12,18,0,71.51,67.54,2010,1247
138,LA SALLE,15,18,0,70.77,69.15,2011,1247
77,LA SALLE,21,13,0,70.86,75.45,2012,1247
45,LA SALLE,24,10,0,72.48,78.82,2013,1247
105,LA SALLE,15,16,0,71.49,71.28,2014,1247
94,LA SALLE,17,16,0,69.67,70.55,2015,1247
203,LA SALLE,9,22,0,69.95,61.02,2016,1247
110,LA SALLE,15,15,0,65.94,64.75,2017,1247
120,LA SALLE,13,19,0,69.77,68.34,2018,1247
239,LAFAYETTE,19,13,0,61.18,61.71,2010,1248
228,LAFAYETTE,13,19,0,63.01,62.41,2011,1248
250,LAFAYETTE,13,18,0,63.29,60.54,2012,1248
140,LAFAYETTE,19,15,0,66.29,68.17,2013,1248
229,LAFAYETTE,11,20,0,64.43,61.28,2014,1248
204,LAFAYETTE,20,13,0,63.38,62.28,2015,1248
291,LAFAYETTE,6,24,0,61.73,53.74,2016,1248
291,LAFAYETTE,9,21,0,60.4,51.56,2017,1248
271,LAFAYETTE,10,21,0,61.98,57.54,2018,1248
298,LAMAR,14,18,0,60.45,55.45,2010,1249
239,LAMAR,13,17,0,59.6,61.45,2011,1249
142,LAMAR,23,12,0,62.24,69.08,2012,1249
346,LAMAR,3,28,0,63.27,44.03,2013,1249
340,LAMAR,4,26,0,59.96,48.16,2014,1249
301,LAMAR,15,15,0,57.79,53.8,2015,1249
336,LAMAR,11,19,0,53.23,47.67,2016,1249
301,LAMAR,19,15,0,49.26,50.49,2017,1249
262,LAMAR,19,14,0,55.99,58.33,2018,1249
141,LEHIGH,22,11,0,62.21,69.88,2010,1250
223,LEHIGH,16,15,0,61.95,62.93,2011,1250
107,LEHIGH,27,8,0,62.34,72.81,2012,1250
129,LEHIGH,21,10,0,64.88,69.33,2013,1250
238,LEHIGH,14,18,0,64.42,60.57,2014,1250
171,LEHIGH,16,14,0,63.13,64.67,2015,1250
127,LEHIGH,17,15,0,62.93,66.53,2016,1250
131,LEHIGH,20,12,0,59.84,63.46,2017,1250
170,LEHIGH,16,14,0,63.75,64.37,2018,1250
274,LIBERTY,15,17,0,61.48,57.9,2010,1251
248,LIBERTY,19,13,0,61.59,60.3,2011,1251
245,LIBERTY,14,18,0,62.96,60.75,2012,1251
239,LIBERTY,15,21,0,61.12,60.71,2013,1251
288,LIBERTY,11,21,0,58.08,56.26,2014,1251
334,LIBERTY,8,24,0,56.94,48.39,2015,1251
297,LIBERTY,13,19,0,59.77,53.26,2016,1251
234,LIBERTY,21,14,0,54.99,55.81,2017,1251
182,LIBERTY,22,15,0,58.61,63.68,2018,1251
184,LIPSCOMB,17,13,0,61.77,65.96,2010,1252
194,LIPSCOMB,17,13,0,64.09,65.4,2011,1252
266,LIPSCOMB,13,18,0,63.93,59.34,2012,1252
287,LIPSCOMB,12,18,0,65.84,56.49,2013,1252
262,LIPSCOMB,15,15,0,62.57,58.53,2014,1252
290,LIPSCOMB,14,17,0,59.34,55.44,2015,1252
288,LIPSCOMB,12,21,0,59.72,53.92,2016,1252
207,LIPSCOMB,20,13,0,54.23,57.51,2017,1252
202,LIPSCOMB,23,10,0,57.76,62.31,2018,1252
177,LONG BEACH ST.,17,16,0,68.71,66.77,2010,1253
117,LONG BEACH ST.,22,12,0,69.62,71.29,2011,1253
58,LONG BEACH ST.,25,9,0,68.21,77.33,2012,1253
205,LONG BEACH ST.,19,14,0,66.1,63.29,2013,1253
182,LONG BEACH ST.,15,17,0,66.42,65.1,2014,1253
155,LONG BEACH ST.,16,17,0,69.6,65.74,2015,1253
134,LONG BEACH ST.,20,15,0,66.78,66.13,2016,1253
244,LONG BEACH ST.,15,19,0,60.05,54.97,2017,1253
225,LONG BEACH ST.,15,18,0,62.91,60.48,2018,1253
257,LONG ISLAND UNIVERSITY,14,17,0,60.53,59.25,2010,1254
137,LONG ISLAND UNIVERSITY,27,6,0,61.48,69.23,2011,1254
140,LONG ISLAND UNIVERSITY,25,9,0,63.29,69.16,2012,1254
148,LONG ISLAND UNIVERSITY,20,14,0,62.44,67.55,2013,1254
311,LONG ISLAND UNIVERSITY,9,20,0,61.57,53.32,2014,1254
295,LONG ISLAND UNIVERSITY,12,18,0,59.96,54.93,2015,1254
